"acfrequency";"r Z";"i Z"
5.08159e+09;0.514761;171.088
5.09331e+09;0.51944;171.512
5.10505e+09;0.524192;171.936
5.11682e+09;0.529018;172.362
5.12861e+09;0.533918;172.789
5.14044e+09;0.538891;173.216
5.15229e+09;0.543938;173.645
5.16416e+09;0.549059;174.074
5.17607e+09;0.554253;174.505
5.188e+09;0.559522;174.936
5.19996e+09;0.564864;175.368
5.21195e+09;0.57028;175.801
5.22396e+09;0.57577;176.235
5.236e+09;0.581334;176.67
5.24807e+09;0.586972;177.105
5.26017e+09;0.592685;177.542
5.2723e+09;0.598471;177.98
5.28445e+09;0.604332;178.418
5.29663e+09;0.610266;178.858
5.30884e+09;0.616276;179.298
5.32108e+09;0.622359;179.739
5.33335e+09;0.628517;180.182
5.34564e+09;0.634749;180.625
5.35797e+09;0.641056;181.069
5.37032e+09;0.647437;181.514
5.3827e+09;0.653892;181.96
5.39511e+09;0.660423;182.407
5.40754e+09;0.667028;182.855
5.42001e+09;0.673707;183.304
5.4325e+09;0.680462;183.753
5.44503e+09;0.687291;184.204
5.45758e+09;0.694195;184.656
5.47016e+09;0.701174;185.108
5.48277e+09;0.708228;185.562
5.49541e+09;0.715357;186.017
5.50808e+09;0.722561;186.472
5.52077e+09;0.72984;186.929
5.5335e+09;0.737194;187.386
5.54626e+09;0.744624;187.845
5.55904e+09;0.752128;188.304
5.57186e+09;0.759708;188.764
5.5847e+09;0.767364;189.226
5.59758e+09;0.775095;189.688
5.61048e+09;0.782901;190.151
5.62341e+09;0.790783;190.616
5.63638e+09;0.79874;191.081
5.64937e+09;0.806773;191.547
5.66239e+09;0.814882;192.015
5.67545e+09;0.823067;192.483
5.68853e+09;0.831327;192.952
5.70164e+09;0.839664;193.422
5.71479e+09;0.848076;193.894
5.72796e+09;0.856564;194.366
5.74116e+09;0.865128;194.839
5.7544e+09;0.873769;195.313
5.76766e+09;0.882486;195.789
5.78096e+09;0.891278;196.265
5.79429e+09;0.900148;196.742
5.80764e+09;0.909093;197.221
5.82103e+09;0.918115;197.7
5.83445e+09;0.927214;198.18
5.8479e+09;0.936389;198.662
5.86138e+09;0.94564;199.144
5.87489e+09;0.954968;199.627
5.88844e+09;0.964374;200.112
5.90201e+09;0.973855;200.597
5.91562e+09;0.983414;201.084
5.92925e+09;0.99305;201.571
5.94292e+09;1.00276;202.06
5.95662e+09;1.01255;202.549
5.97035e+09;1.02242;203.04
5.98412e+09;1.03236;203.532
5.99791e+09;1.04238;204.025
6.01174e+09;1.05248;204.518
6.0256e+09;1.06266;205.013
6.03949e+09;1.07291;205.509
6.05341e+09;1.08324;206.006
6.06736e+09;1.09365;206.504
6.08135e+09;1.10414;207.003
6.09537e+09;1.1147;207.503
6.10942e+09;1.12534;208.004
