"acfrequency";"number";"r Z";"i Z"
2.71019e+09;19;1.9607;82.9413
2.71644e+09;19;1.94503;83.1822
2.7227e+09;19;1.92945;83.4237
2.72898e+09;19;1.91394;83.6657
2.73527e+09;19;1.89852;83.9081
2.74157e+09;19;1.88318;84.1511
2.74789e+09;19;1.86793;84.3946
2.75423e+09;19;1.85275;84.6385
2.76058e+09;19;1.83765;84.883
2.76694e+09;19;1.82264;85.1279
2.77332e+09;19;1.80771;85.3734
2.77971e+09;19;1.79286;85.6194
2.78612e+09;19;1.77809;85.8659
2.79254e+09;19;1.7634;86.1128
2.79898e+09;19;1.74879;86.3603
2.80543e+09;19;1.73426;86.6083
2.8119e+09;19;1.71982;86.8568
2.81838e+09;19;1.70545;87.1059
2.82488e+09;19;1.69117;87.3554
2.83139e+09;19;1.67696;87.6054
2.83792e+09;19;1.66284;87.856
2.84446e+09;19;1.64879;88.107
2.85102e+09;19;1.63483;88.3586
2.85759e+09;19;1.62095;88.6107
2.86418e+09;19;1.60715;88.8633
2.87078e+09;19;1.59342;89.1165
2.8774e+09;19;1.57978;89.3701
2.88403e+09;19;1.56622;89.6243
2.89068e+09;19;1.55274;89.879
2.89734e+09;19;1.53934;90.1342
2.90402e+09;19;1.52602;90.3899
2.91072e+09;19;1.51277;90.6462
2.91743e+09;19;1.49961;90.903
2.92415e+09;19;1.48653;91.1603
2.93089e+09;19;1.47352;91.4181
2.93765e+09;19;1.4606;91.6765
2.94442e+09;19;1.44776;91.9354
2.95121e+09;19;1.43499;92.1948
2.95801e+09;19;1.42231;92.4548
2.96483e+09;19;1.4097;92.7153
2.97167e+09;19;1.39717;92.9763
2.97852e+09;19;1.38472;93.2379
2.98538e+09;19;1.37235;93.5
2.99226e+09;19;1.36006;93.7626
2.99916e+09;19;1.34785;94.0258
3.00608e+09;19;1.33572;94.2895
3.01301e+09;19;1.32366;94.5538
3.01995e+09;19;1.31169;94.8186
3.02691e+09;19;1.29979;95.0839
3.03389e+09;19;1.28797;95.3498
3.04089e+09;19;1.27623;95.6162
3.04789e+09;19;1.26457;95.8832
3.05492e+09;19;1.25299;96.1507
3.06196e+09;19;1.24148;96.4188
3.06902e+09;19;1.23006;96.6874
3.0761e+09;19;1.21871;96.9565
3.08319e+09;19;1.20744;97.2263
3.0903e+09;19;1.19624;97.4965
3.09742e+09;19;1.18513;97.7674
3.10456e+09;19;1.17409;98.0387
3.11172e+09;19;1.16313;98.3107
3.11889e+09;19;1.15225;98.5832
3.12608e+09;19;1.14144;98.8562
3.13329e+09;19;1.13072;99.1298
3.14051e+09;19;1.12007;99.404
3.14775e+09;19;1.1095;99.6787
3.155e+09;19;1.099;99.954
3.16228e+09;19;1.08858;100.23
3.16957e+09;19;1.07824;100.506
3.17687e+09;19;1.06798;100.783
3.1842e+09;19;1.0578;101.061
3.19154e+09;19;1.04769;101.339
3.1989e+09;19;1.03765;101.618
3.20627e+09;19;1.0277;101.897
3.21366e+09;19;1.01782;102.177
3.22107e+09;19;1.00802;102.457
3.22849e+09;19;0.998294;102.738
3.23594e+09;19;0.988646;103.02
3.2434e+09;19;0.979074;103.302
3.25087e+09;19;0.969579;103.585
3.25837e+09;19;0.96016;103.868
3.26588e+09;19;0.950817;104.152
3.27341e+09;19;0.941551;104.436
3.28095e+09;19;0.932361;104.721
3.28852e+09;19;0.923247;105.007
3.2961e+09;19;0.914209;105.293
3.3037e+09;19;0.905247;105.58
3.31131e+09;19;0.896361;105.868
3.31894e+09;19;0.887551;106.156
3.3266e+09;19;0.878817;106.444
3.33426e+09;19;0.870159;106.733
3.34195e+09;19;0.861576;107.023
3.34965e+09;19;0.853069;107.313
3.35738e+09;19;0.844638;107.604
3.36512e+09;19;0.836282;107.896
3.37287e+09;19;0.828002;108.188
3.38065e+09;19;0.819797;108.481
3.38844e+09;19;0.811667;108.774
3.39625e+09;19;0.803613;109.068
3.40408e+09;19;0.795634;109.363
3.41193e+09;19;0.787731;109.658
3.41979e+09;19;0.779902;109.954
3.42768e+09;19;0.772148;110.25
3.43558e+09;19;0.76447;110.547
3.4435e+09;19;0.756866;110.845
3.45144e+09;19;0.749338;111.143
3.45939e+09;19;0.741884;111.442
3.46737e+09;19;0.734505;111.741
3.47536e+09;19;0.727201;112.041
3.48337e+09;19;0.719971;112.342
3.4914e+09;19;0.712817;112.643
3.49945e+09;19;0.705736;112.945
3.50752e+09;19;0.698731;113.248
3.5156e+09;19;0.691799;113.551
3.52371e+09;19;0.684943;113.855
3.53183e+09;19;0.67816;114.159
3.53997e+09;19;0.671452;114.464
3.54813e+09;19;0.664818;114.77
3.55631e+09;19;0.658259;115.076
3.56451e+09;19;0.651774;115.383
3.57273e+09;19;0.645362;115.691
3.58096e+09;19;0.639025;115.999
3.58922e+09;19;0.632762;116.308
3.59749e+09;19;0.626573;116.617
3.60579e+09;19;0.620458;116.927
3.6141e+09;19;0.614417;117.238
3.62243e+09;19;0.608449;117.549
3.63078e+09;19;0.602556;117.861
3.63915e+09;19;0.596736;118.174
3.64754e+09;19;0.59099;118.487
3.65595e+09;19;0.585317;118.801
3.66438e+09;19;0.579718;119.116
3.67282e+09;19;0.574193;119.431
3.68129e+09;19;0.568741;119.747
3.68978e+09;19;0.563363;120.064
3.69828e+09;19;0.558058;120.381
3.70681e+09;19;0.552827;120.699
3.71535e+09;19;0.547669;121.017
3.72392e+09;19;0.542584;121.336
3.7325e+09;19;0.537573;121.656
3.74111e+09;19;0.532635;121.977
3.74973e+09;19;0.52777;122.298
3.75837e+09;19;0.522978;122.62
3.76704e+09;19;0.51826;122.942
3.77572e+09;19;0.513614;123.265
3.78443e+09;19;0.509042;123.589
3.79315e+09;19;0.504543;123.914
3.80189e+09;19;0.500116;124.239
3.81066e+09;19;0.495763;124.565
3.81944e+09;19;0.491483;124.891
3.82825e+09;19;0.487275;125.218
3.83707e+09;19;0.48314;125.546
3.84592e+09;19;0.479078;125.875
3.85478e+09;19;0.475089;126.204
3.86367e+09;19;0.471173;126.534
3.87258e+09;19;0.467329;126.864
3.8815e+09;19;0.463558;127.196
3.89045e+09;19;0.45986;127.528
3.89942e+09;19;0.456234;127.86
3.90841e+09;19;0.452681;128.194
3.91742e+09;19;0.449201;128.528
3.92645e+09;19;0.445793;128.862
3.9355e+09;19;0.442458;129.198
3.94457e+09;19;0.439195;129.534
3.95367e+09;19;0.436004;129.871
3.96278e+09;19;0.432887;130.208
3.97192e+09;19;0.429841;130.546
3.98107e+09;19;0.426868;130.885
3.99025e+09;19;0.423967;131.225
3.99945e+09;19;0.421139;131.565
4.00867e+09;19;0.418383;131.906
4.01791e+09;19;0.415699;132.248
4.02717e+09;19;0.413087;132.59
4.03645e+09;19;0.410548;132.934
4.04576e+09;19;0.408081;133.277
4.05509e+09;19;0.405686;133.622
4.06443e+09;19;0.403363;133.967
4.0738e+09;19;0.401113;134.313
4.08319e+09;19;0.398935;134.66
4.09261e+09;19;0.396829;135.008
4.10204e+09;19;0.394795;135.356
4.1115e+09;19;0.392833;135.705
4.12098e+09;19;0.390943;136.054
4.13048e+09;19;0.389125;136.405
4.14e+09;19;0.387379;136.756
4.14954e+09;19;0.385706;137.107
4.15911e+09;19;0.384104;137.46
4.16869e+09;19;0.382574;137.813
4.1783e+09;19;0.381117;138.167
4.18794e+09;19;0.379731;138.522
4.19759e+09;19;0.378418;138.877
4.20727e+09;19;0.377176;139.234
4.21697e+09;19;0.376006;139.591
4.22669e+09;19;0.374909;139.948
4.23643e+09;19;0.373883;140.307
4.2462e+09;19;0.372929;140.666
4.25598e+09;19;0.372047;141.026
4.2658e+09;19;0.371237;141.387
4.27563e+09;19;0.370499;141.748
4.28549e+09;19;0.369833;142.11
4.29536e+09;19;0.369238;142.473
4.30527e+09;19;0.368716;142.837
4.31519e+09;19;0.368265;143.201
4.32514e+09;19;0.367887;143.567
4.33511e+09;19;0.36758;143.933
4.3451e+09;19;0.367345;144.299
4.35512e+09;19;0.367182;144.667
4.36516e+09;19;0.367091;145.035
4.37522e+09;19;0.367072;145.404
4.38531e+09;19;0.367124;145.774
4.39542e+09;19;0.367249;146.145
4.40555e+09;19;0.367445;146.516
4.4157e+09;19;0.367714;146.888
4.42588e+09;19;0.368054;147.261
4.43609e+09;19;0.368466;147.635
4.44631e+09;19;0.36895;148.01
4.45656e+09;19;0.369506;148.385
4.46684e+09;19;0.370133;148.761
4.47713e+09;19;0.370833;149.138
4.48745e+09;19;0.371604;149.515
4.4978e+09;19;0.372448;149.894
4.50817e+09;19;0.373363;150.273
4.51856e+09;19;0.374351;150.653
4.52898e+09;19;0.37541;151.034
4.53942e+09;19;0.376541;151.415
4.54988e+09;19;0.377744;151.798
4.56037e+09;19;0.379019;152.181
4.57088e+09;19;0.380366;152.565
4.58142e+09;19;0.381785;152.95
4.59198e+09;19;0.383276;153.336
4.60257e+09;19;0.38484;153.722
4.61318e+09;19;0.386475;154.109
4.62381e+09;19;0.388182;154.497
4.63447e+09;19;0.389961;154.886
4.64515e+09;19;0.391812;155.276
4.65586e+09;19;0.393736;155.666
4.66659e+09;19;0.395731;156.058
4.67735e+09;19;0.397799;156.45
4.68813e+09;19;0.399938;156.843
4.69894e+09;19;0.40215;157.237
4.70977e+09;19;0.404434;157.631
4.72063e+09;19;0.40679;158.027
4.73151e+09;19;0.409219;158.423
4.74242e+09;19;0.411719;158.82
4.75335e+09;19;0.414292;159.218
4.76431e+09;19;0.416937;159.617
4.77529e+09;19;0.419655;160.016
4.7863e+09;19;0.422444;160.417
4.79733e+09;19;0.425306;160.818
4.80839e+09;19;0.428241;161.22
4.81948e+09;19;0.431248;161.623
4.83059e+09;19;0.434327;162.027
4.84172e+09;19;0.437478;162.432
4.85289e+09;19;0.440702;162.837
4.86407e+09;19;0.443999;163.244
4.87528e+09;19;0.447368;163.651
4.88652e+09;19;0.45081;164.059
4.89779e+09;19;0.454324;164.468
4.90908e+09;19;0.457911;164.878
4.9204e+09;19;0.46157;165.288
4.93174e+09;19;0.465302;165.7
4.94311e+09;19;0.469107;166.112
4.9545e+09;19;0.472984;166.526
4.96592e+09;19;0.476934;166.94
4.97737e+09;19;0.480957;167.355
4.98884e+09;19;0.485053;167.771
5.00035e+09;19;0.489222;168.187
5.01187e+09;19;0.493463;168.605
5.02343e+09;19;0.497777;169.024
5.03501e+09;19;0.502165;169.443
5.04661e+09;19;0.506625;169.863
5.05825e+09;19;0.511158;170.285
5.06991e+09;19;0.515765;170.707
5.08159e+09;19;0.520444;171.13
5.09331e+09;19;0.525197;171.553
5.10505e+09;19;0.530022;171.978
5.11682e+09;19;0.534921;172.404
5.12861e+09;19;0.539893;172.83
5.14044e+09;19;0.544939;173.258
5.15229e+09;19;0.550057;173.686
5.16416e+09;19;0.555249;174.115
5.17607e+09;19;0.560515;174.546
5.188e+09;19;0.565854;174.977
5.19996e+09;19;0.571266;175.409
5.21195e+09;19;0.576752;175.842
5.22396e+09;19;0.582312;176.275
5.236e+09;19;0.587945;176.71
5.24807e+09;19;0.593651;177.146
5.26017e+09;19;0.599432;177.582
5.2723e+09;19;0.605286;178.02
5.28445e+09;19;0.611214;178.458
5.29663e+09;19;0.617215;178.898
5.30884e+09;19;0.623291;179.338
5.32108e+09;19;0.629441;179.779
5.33335e+09;19;0.635664;180.221
5.34564e+09;19;0.641962;180.664
5.35797e+09;19;0.648333;181.108
5.37032e+09;19;0.654779;181.553
5.3827e+09;19;0.661299;181.999
5.39511e+09;19;0.667893;182.446
5.40754e+09;19;0.674561;182.894
5.42001e+09;19;0.681304;183.342
5.4325e+09;19;0.688121;183.792
5.44503e+09;19;0.695012;184.243
5.45758e+09;19;0.701978;184.694
5.47016e+09;19;0.709018;185.147
5.48277e+09;19;0.716133;185.6
5.49541e+09;19;0.723323;186.055
5.50808e+09;19;0.730587;186.51
5.52077e+09;19;0.737926;186.967
5.5335e+09;19;0.745339;187.424
5.54626e+09;19;0.752828;187.882
5.55904e+09;19;0.760391;188.342
5.57186e+09;19;0.76803;188.802
5.5847e+09;19;0.775743;189.263
5.59758e+09;19;0.783531;189.725
5.61048e+09;19;0.791395;190.189
5.62341e+09;19;0.799334;190.653
5.63638e+09;19;0.807348;191.118
5.64937e+09;19;0.815437;191.584
5.66239e+09;19;0.823601;192.051
5.67545e+09;19;0.831841;192.52
5.68853e+09;19;0.840157;192.989
5.70164e+09;19;0.848547;193.459
5.71479e+09;19;0.857014;193.93
5.72796e+09;19;0.865556;194.402
5.74116e+09;19;0.874174;194.875
5.7544e+09;19;0.882867;195.349
5.76766e+09;19;0.891637;195.825
5.78096e+09;19;0.900482;196.301
5.79429e+09;19;0.909403;196.778
5.80764e+09;19;0.9184;197.256
5.82103e+09;19;0.927474;197.735
5.83445e+09;19;0.936623;198.215
5.8479e+09;19;0.945848;198.697
5.86138e+09;19;0.95515;199.179
5.87489e+09;19;0.964528;199.662
5.88844e+09;19;0.973983;200.147
5.90201e+09;19;0.983514;200.632
5.91562e+09;19;0.993121;201.118
5.92925e+09;19;1.00281;201.606
5.94292e+09;19;1.01257;202.094
5.95662e+09;19;1.0224;202.584
5.97035e+09;19;1.03232;203.074
5.98412e+09;19;1.04231;203.566
5.99791e+09;19;1.05238;204.058
6.01174e+09;19;1.06252;204.552
6.0256e+09;19;1.07274;205.047
6.03949e+09;19;1.08304;205.543
6.05341e+09;19;1.09342;206.04
6.06736e+09;19;1.10387;206.537
6.08135e+09;19;1.1144;207.036
6.09537e+09;19;1.12501;207.536
6.10942e+09;19;1.13569;208.037
6.1235e+09;19;1.14646;208.54
6.13762e+09;19;1.1573;209.043
6.15177e+09;19;1.16822;209.547
6.16595e+09;19;1.17921;210.053
6.18016e+09;19;1.19028;210.559
6.19441e+09;19;1.20144;211.066
6.20869e+09;19;1.21266;211.575
6.223e+09;19;1.22397;212.085
6.23735e+09;19;1.23536;212.596
6.25173e+09;19;1.24682;213.107
6.26614e+09;19;1.25836;213.62
6.28058e+09;19;1.26998;214.134
6.29506e+09;19;1.28168;214.65
6.30957e+09;19;1.29346;215.166
6.32412e+09;19;1.30531;215.683
6.3387e+09;19;1.31724;216.202
6.35331e+09;19;1.32926;216.721
6.36796e+09;19;1.34135;217.242
6.38263e+09;19;1.35352;217.764
6.39735e+09;19;1.36577;218.287
6.4121e+09;19;1.37809;218.811
6.42688e+09;19;1.3905;219.336
6.44169e+09;19;1.40298;219.862
6.45654e+09;19;1.41555;220.389
6.47143e+09;19;1.42819;220.918
6.48634e+09;19;1.44091;221.447
6.5013e+09;19;1.45372;221.978
6.51628e+09;19;1.4666;222.51
6.53131e+09;19;1.47956;223.043
6.54636e+09;19;1.4926;223.577
6.56145e+09;19;1.50572;224.113
6.57658e+09;19;1.51892;224.649
6.59174e+09;19;1.5322;225.187
6.60693e+09;19;1.54556;225.725
6.62217e+09;19;1.559;226.265
6.63743e+09;19;1.57251;226.806
6.65273e+09;19;1.58611;227.349
6.66807e+09;19;1.59979;227.892
6.68344e+09;19;1.61355;228.437
6.69885e+09;19;1.62739;228.982
6.71429e+09;19;1.64131;229.529
6.72977e+09;19;1.65531;230.077
6.74528e+09;19;1.66939;230.626
6.76083e+09;19;1.68355;231.177
6.77642e+09;19;1.6978;231.728
6.79204e+09;19;1.71212;232.281
6.80769e+09;19;1.72652;232.835
6.82339e+09;19;1.741;233.39
6.83912e+09;19;1.75557;233.946
6.85488e+09;19;1.77021;234.504
6.87068e+09;19;1.78494;235.062
6.88652e+09;19;1.79975;235.622
6.9024e+09;19;1.81464;236.183
6.91831e+09;19;1.82961;236.746
6.93426e+09;19;1.84466;237.309
6.95024e+09;19;1.85979;237.874
6.96627e+09;19;1.87501;238.44
6.98232e+09;19;1.8903;239.007
6.99842e+09;19;1.90568;239.575
7.01455e+09;19;1.92114;240.145
7.03072e+09;19;1.93668;240.715
7.04693e+09;19;1.9523;241.287
7.06318e+09;19;1.96801;241.861
7.07946e+09;19;1.98379;242.435
7.09578e+09;19;1.99966;243.011
7.11214e+09;19;2.01561;243.587
7.12853e+09;19;2.03164;244.166
7.14496e+09;19;2.04776;244.745
7.16143e+09;19;2.06395;245.326
7.17794e+09;19;2.08023;245.907
7.19449e+09;19;2.09659;246.49
7.21107e+09;19;2.11304;247.075
7.2277e+09;19;2.12957;247.66
7.24436e+09;19;2.14617;248.247
7.26106e+09;19;2.16287;248.835
7.2778e+09;19;2.17964;249.425
7.29458e+09;19;2.1965;250.015
7.31139e+09;19;2.21344;250.607
7.32825e+09;19;2.23046;251.2
7.34514e+09;19;2.24757;251.795
7.36207e+09;19;2.26475;252.391
7.37904e+09;19;2.28203;252.987
7.39605e+09;19;2.29938;253.586
7.4131e+09;19;2.31682;254.185
7.43019e+09;19;2.33434;254.786
7.44732e+09;19;2.35195;255.388
7.46449e+09;19;2.36963;255.992
7.4817e+09;19;2.3874;256.596
7.49894e+09;19;2.40526;257.202
7.51623e+09;19;2.4232;257.81
7.53356e+09;19;2.44122;258.418
7.55092e+09;19;2.45933;259.028
7.56833e+09;19;2.47752;259.639
7.58578e+09;19;2.49579;260.252
7.60326e+09;19;2.51415;260.866
7.62079e+09;19;2.53259;261.481
7.63836e+09;19;2.55111;262.097
7.65597e+09;19;2.56972;262.715
7.67361e+09;19;2.58842;263.334
7.6913e+09;19;2.60719;263.955
7.70903e+09;19;2.62606;264.577
7.72681e+09;19;2.645;265.2
7.74462e+09;19;2.66403;265.824
7.76247e+09;19;2.68315;266.45
7.78037e+09;19;2.70234;267.077
7.7983e+09;19;2.72163;267.706
7.81628e+09;19;2.741;268.335
7.8343e+09;19;2.76045;268.967
7.85236e+09;19;2.77999;269.599
7.87046e+09;19;2.79961;270.233
7.8886e+09;19;2.81931;270.868
7.90679e+09;19;2.8391;271.505
7.92501e+09;19;2.85898;272.143
7.94328e+09;19;2.87894;272.782
7.96159e+09;19;2.89899;273.423
7.97995e+09;19;2.91912;274.065
7.99834e+09;19;2.93933;274.709
8.01678e+09;19;2.95963;275.354
8.03526e+09;19;2.98002;276
8.05378e+09;19;3.00049;276.647
8.07235e+09;19;3.02104;277.297
8.09096e+09;19;3.04168;277.947
8.10961e+09;19;3.06241;278.599
8.12831e+09;19;3.08322;279.252
8.14704e+09;19;3.10412;279.907
8.16582e+09;19;3.1251;280.563
8.18465e+09;19;3.14617;281.22
8.20352e+09;19;3.16732;281.879
8.22243e+09;19;3.18856;282.539
8.24138e+09;19;3.20988;283.201
8.26038e+09;19;3.23129;283.864
8.27942e+09;19;3.25278;284.529
8.29851e+09;19;3.27436;285.195
8.31764e+09;19;3.29603;285.862
8.33681e+09;19;3.31778;286.531
8.35603e+09;19;3.33962;287.201
8.37529e+09;19;3.36154;287.873
8.3946e+09;19;3.38355;288.546
8.41395e+09;19;3.40564;289.221
8.43335e+09;19;3.42782;289.897
8.45279e+09;19;3.45009;290.574
8.47227e+09;19;3.47244;291.253
8.4918e+09;19;3.49488;291.934
8.51138e+09;19;3.5174;292.616
8.531e+09;19;3.54001;293.299
8.55067e+09;19;3.5627;293.984
8.57038e+09;19;3.58548;294.67
8.59014e+09;19;3.60835;295.358
8.60994e+09;19;3.6313;296.047
8.62979e+09;19;3.65434;296.738
8.64968e+09;19;3.67746;297.43
8.66962e+09;19;3.70067;298.124
8.6896e+09;19;3.72397;298.819
8.70964e+09;19;3.74735;299.516
8.72971e+09;19;3.77082;300.214
8.74984e+09;19;3.79438;300.913
8.77001e+09;19;3.81802;301.615
8.79023e+09;19;3.84174;302.317
8.81049e+09;19;3.86555;303.022
8.8308e+09;19;3.88945;303.727
8.85116e+09;19;3.91344;304.435
8.87156e+09;19;3.93751;305.143
8.89201e+09;19;3.96166;305.854
8.91251e+09;19;3.98591;306.566
8.93305e+09;19;4.01023;307.279
8.95365e+09;19;4.03465;307.994
8.97429e+09;19;4.05915;308.71
8.99498e+09;19;4.08374;309.428
9.01571e+09;19;4.10841;310.148
9.03649e+09;19;4.13317;310.869
9.05733e+09;19;4.15801;311.591
9.07821e+09;19;4.18294;312.316
9.09913e+09;19;4.20796;313.041
9.12011e+09;19;4.23306;313.769
9.14113e+09;19;4.25825;314.498
9.1622e+09;19;4.28352;315.228
9.18333e+09;19;4.30888;315.96
9.2045e+09;19;4.33433;316.694
9.22571e+09;19;4.35986;317.429
9.24698e+09;19;4.38548;318.166
9.2683e+09;19;4.41118;318.904
9.28966e+09;19;4.43697;319.644
9.31108e+09;19;4.46285;320.385
9.33254e+09;19;4.48881;321.128
9.35406e+09;19;4.51486;321.873
9.37562e+09;19;4.54099;322.619
9.39723e+09;19;4.56721;323.367
9.4189e+09;19;4.59351;324.117
9.44061e+09;19;4.6199;324.868
9.46237e+09;19;4.64638;325.621
9.48418e+09;19;4.67294;326.375
9.50605e+09;19;4.69958;327.131
9.52796e+09;19;4.72631;327.889
9.54993e+09;19;4.75313;328.648
9.57194e+09;19;4.78003;329.409
9.59401e+09;19;4.80702;330.172
9.61612e+09;19;4.83409;330.936
9.63829e+09;19;4.86125;331.702
9.66051e+09;19;4.8885;332.469
9.68278e+09;19;4.91583;333.238
9.7051e+09;19;4.94324;334.009
9.72747e+09;19;4.97074;334.782
9.7499e+09;19;4.99832;335.556
9.77237e+09;19;5.02599;336.331
9.7949e+09;19;5.05375;337.109
9.81748e+09;19;5.08158;337.888
9.84011e+09;19;5.10951;338.669
9.86279e+09;19;5.13752;339.451
9.88553e+09;19;5.16561;340.236
9.90832e+09;19;5.19379;341.021
9.93116e+09;19;5.22205;341.809
9.95405e+09;19;5.25039;342.598
9.977e+09;19;5.27883;343.389
1e+10;19;5.30734;344.182
1e+09;20;16.6006;16.5223
1.00231e+09;20;16.5581;16.6002
1.00462e+09;20;16.5155;16.6783
1.00693e+09;20;16.473;16.7568
1.00925e+09;20;16.4304;16.8356
1.01158e+09;20;16.3878;16.9146
1.01391e+09;20;16.3452;16.9939
1.01625e+09;20;16.3026;17.0735
1.01859e+09;20;16.26;17.1534
1.02094e+09;20;16.2173;17.2336
1.02329e+09;20;16.1747;17.3141
1.02565e+09;20;16.132;17.3949
1.02802e+09;20;16.0894;17.4759
1.03039e+09;20;16.0467;17.5573
1.03276e+09;20;16.004;17.6389
1.03514e+09;20;15.9613;17.7208
1.03753e+09;20;15.9186;17.8031
1.03992e+09;20;15.876;17.8856
1.04232e+09;20;15.8333;17.9684
1.04472e+09;20;15.7905;18.0515
1.04713e+09;20;15.7478;18.1349
1.04954e+09;20;15.7051;18.2186
1.05196e+09;20;15.6624;18.3026
1.05439e+09;20;15.6197;18.3869
1.05682e+09;20;15.577;18.4715
1.05925e+09;20;15.5342;18.5564
1.0617e+09;20;15.4915;18.6415
1.06414e+09;20;15.4488;18.727
1.0666e+09;20;15.406;18.8128
1.06905e+09;20;15.3633;18.8989
1.07152e+09;20;15.3206;18.9852
1.07399e+09;20;15.2778;19.0719
1.07647e+09;20;15.2351;19.1589
1.07895e+09;20;15.1924;19.2462
1.08143e+09;20;15.1497;19.3337
1.08393e+09;20;15.1069;19.4216
1.08643e+09;20;15.0642;19.5098
1.08893e+09;20;15.0215;19.5983
1.09144e+09;20;14.9788;19.6871
1.09396e+09;20;14.9361;19.7761
1.09648e+09;20;14.8934;19.8655
1.09901e+09;20;14.8507;19.9552
1.10154e+09;20;14.808;20.0452
1.10408e+09;20;14.7653;20.1355
1.10662e+09;20;14.7226;20.2262
1.10917e+09;20;14.6799;20.3171
1.11173e+09;20;14.6373;20.4083
1.11429e+09;20;14.5946;20.4998
1.11686e+09;20;14.5519;20.5917
1.11944e+09;20;14.5093;20.6838
1.12202e+09;20;14.4667;20.7763
1.1246e+09;20;14.424;20.8691
1.1272e+09;20;14.3814;20.9621
1.1298e+09;20;14.3388;21.0555
1.1324e+09;20;14.2962;21.1492
1.13501e+09;20;14.2537;21.2432
1.13763e+09;20;14.2111;21.3375
1.14025e+09;20;14.1685;21.4322
1.14288e+09;20;14.126;21.5271
1.14551e+09;20;14.0835;21.6224
1.14815e+09;20;14.041;21.7179
1.1508e+09;20;13.9985;21.8138
1.15345e+09;20;13.956;21.91
1.15611e+09;20;13.9135;22.0065
1.15878e+09;20;13.8711;22.1033
1.16145e+09;20;13.8286;22.2005
1.16413e+09;20;13.7862;22.2979
1.16681e+09;20;13.7438;22.3957
1.1695e+09;20;13.7014;22.4938
1.1722e+09;20;13.6591;22.5922
1.1749e+09;20;13.6167;22.6909
1.17761e+09;20;13.5744;22.7899
1.18032e+09;20;13.5321;22.8893
1.18304e+09;20;13.4898;22.989
1.18577e+09;20;13.4475;23.0889
1.1885e+09;20;13.4053;23.1893
1.19124e+09;20;13.3631;23.2899
1.19399e+09;20;13.3209;23.3908
1.19674e+09;20;13.2787;23.4921
1.1995e+09;20;13.2365;23.5937
1.20226e+09;20;13.1944;23.6956
1.20504e+09;20;13.1523;23.7978
1.20781e+09;20;13.1102;23.9004
1.2106e+09;20;13.0682;24.0033
1.21339e+09;20;13.0261;24.1065
1.21619e+09;20;12.9841;24.21
1.21899e+09;20;12.9421;24.3138
1.2218e+09;20;12.9002;24.418
1.22462e+09;20;12.8582;24.5225
1.22744e+09;20;12.8163;24.6273
1.23027e+09;20;12.7745;24.7325
1.2331e+09;20;12.7326;24.8379
1.23595e+09;20;12.6908;24.9437
1.2388e+09;20;12.649;25.0499
1.24165e+09;20;12.6073;25.1563
1.24451e+09;20;12.5655;25.2631
1.24738e+09;20;12.5238;25.3702
1.25026e+09;20;12.4822;25.4776
1.25314e+09;20;12.4405;25.5854
1.25603e+09;20;12.3989;25.6935
1.25893e+09;20;12.3574;25.8019
1.26183e+09;20;12.3158;25.9106
1.26474e+09;20;12.2743;26.0197
1.26765e+09;20;12.2329;26.1291
1.27057e+09;20;12.1914;26.2388
1.2735e+09;20;12.15;26.3489
1.27644e+09;20;12.1087;26.4593
1.27938e+09;20;12.0673;26.57
1.28233e+09;20;12.026;26.6811
1.28529e+09;20;11.9848;26.7925
1.28825e+09;20;11.9435;26.9042
1.29122e+09;20;11.9024;27.0162
1.2942e+09;20;11.8612;27.1286
1.29718e+09;20;11.8201;27.2414
1.30017e+09;20;11.779;27.3544
1.30317e+09;20;11.738;27.4678
1.30617e+09;20;11.697;27.5815
1.30918e+09;20;11.656;27.6956
1.3122e+09;20;11.6151;27.81
1.31522e+09;20;11.5743;27.9247
1.31826e+09;20;11.5334;28.0398
1.3213e+09;20;11.4926;28.1552
1.32434e+09;20;11.4519;28.2709
1.32739e+09;20;11.4112;28.387
1.33045e+09;20;11.3705;28.5034
1.33352e+09;20;11.3299;28.6202
1.3366e+09;20;11.2893;28.7373
1.33968e+09;20;11.2488;28.8547
1.34276e+09;20;11.2083;28.9725
1.34586e+09;20;11.1678;29.0906
1.34896e+09;20;11.1274;29.209
1.35207e+09;20;11.0871;29.3278
1.35519e+09;20;11.0468;29.447
1.35831e+09;20;11.0065;29.5664
1.36144e+09;20;10.9663;29.6862
1.36458e+09;20;10.9261;29.8064
1.36773e+09;20;10.886;29.9269
1.37088e+09;20;10.8459;30.0477
1.37404e+09;20;10.8059;30.1689
1.37721e+09;20;10.7659;30.2904
1.38038e+09;20;10.726;30.4123
1.38357e+09;20;10.6861;30.5345
1.38676e+09;20;10.6462;30.6571
1.38995e+09;20;10.6065;30.7799
1.39316e+09;20;10.5667;30.9032
1.39637e+09;20;10.527;31.0268
1.39959e+09;20;10.4874;31.1507
1.40281e+09;20;10.4478;31.275
1.40605e+09;20;10.4083;31.3996
1.40929e+09;20;10.3688;31.5246
1.41254e+09;20;10.3294;31.6499
1.41579e+09;20;10.29;31.7755
1.41906e+09;20;10.2507;31.9016
1.42233e+09;20;10.2114;32.0279
1.42561e+09;20;10.1722;32.1546
1.42889e+09;20;10.1331;32.2817
1.43219e+09;20;10.094;32.4091
1.43549e+09;20;10.0549;32.5368
1.4388e+09;20;10.0159;32.6649
